-0.02666667,0.003333333
0.1066667,0.1566667
0.4733333,0.4466667
0.7166666,0.69
0.9566666,0.91
1.163333,1.146667
1.37,1.353333
1.516667,1.553333
1.573333,1.753333
1.876667,1.913333
2.046667,2.023333
2.23,2.196667
2.363333,2.363333
2.496667,2.58
2.6,2.676667
2.703333,2.776667
2.83,2.896667
2.933333,2.986667
3.103333,3.11
3.256667,3.22
3.396667,3.33
3.466667,3.493333
3.583333,3.633333
3.663333,3.736667
3.766667,3.843333
3.88,3.87
4.046667,3.913333
4.13,4.113333
4.203333,4.226666
4.233333,4.36
4.323333,4.386667
4.41,4.446667
4.496666,4.5
4.566667,4.573333
4.633333,4.64
4.773334,4.703333
4.853333,4.823333
4.896667,4.91
4.933333,5.006667
4.956666,5.09
5.11,5.126667
5.216667,5.12
5.253334,5.223333
5.296667,5.32
5.353333,5.406667
5.363333,5.46
5.406667,5.503334
5.46,5.503334
5.516667,5.466667
5.57,5.546667
5.636667,5.63
5.733333,5.68
5.79,5.753334
5.803333,5.796667
5.796667,5.88
5.796667,5.93
5.94,5.9
6.033333,5.87
6.026667,6.006667
6.056667,6.11
6.033333,6.16
6.063334,6.146667
6.063334,6.146667
6.086667,6.146667
6.183333,6.153333
6.213333,6.183333
6.256667,6.183333
6.33,6.286667
6.313334,6.33
6.313334,6.38
6.263333,6.41
6.373333,6.39
6.44,6.373333
6.49,6.416667
6.47,6.493333
6.456666,6.593333
6.426667,6.56
6.456666,6.55
6.463333,6.53
6.49,6.523334
6.543334,6.53
6.566667,6.56
6.633333,6.596667
6.626667,6.653333
6.593333,6.663333
6.56,6.69
6.623333,6.713333
6.66,6.69
6.736667,6.626667
6.736667,6.69
6.676667,6.773334
6.646667,6.83
6.653333,6.8
6.676667,6.78
6.66,6.756667
6.69,6.75
6.726666,6.756667
6.75,6.756667
6.756667,6.793334
6.756667,6.846667
6.72,6.876667
6.66,6.89
6.67,6.86
6.766667,6.81
6.803333,6.866667
6.75,6.92
6.8,6.95
6.743333,6.9
6.72,6.926667
6.726666,6.87
6.713333,6.853333
6.73,6.84
6.773334,6.866667
6.793334,6.883333
6.793334,6.926667
6.72,6.926667
6.7,6.95
6.763333,6.973333
6.75,6.906667
6.816667,6.84
6.786667,6.92
6.766667,6.98
6.73,7.023334
6.7,6.956666
6.696667,6.956666
6.706666,6.913333
6.713333,6.876667
6.743333,6.9
6.726666,6.883333
6.763333,6.933333
6.743333,6.95
6.67,6.973333
6.663333,6.986667
6.713333,6.95
6.766667,6.89
6.78,6.936666
6.696667,6.986667
6.67,7.036667
6.67,6.913333
6.653333,6.963333
6.633333,6.913333
6.626667,6.913333
6.66,6.89
6.67,6.906667
6.683333,6.896667
6.676667,6.963333
6.633333,6.986667
6.593333,6.97
6.596667,6.963333
6.543334,6.913333
6.676667,6.86
6.676667,6.943333
6.61,6.963333
6.56,7.036667
6.56,6.98
6.543334,6.936666
6.543334,6.87
6.543334,6.89
6.56,6.87
6.593333,6.906667
6.586667,6.9
6.573333,6.92
6.463333,6.97
6.463333,6.973333
6.52,6.92
6.543334,6.876667
6.58,6.9
6.523334,6.973333
6.433333,7.01
6.446667,6.963333
6.453333,6.936666
6.426667,6.9
6.41,6.906667
6.42,6.87
6.446667,6.84
6.426667,6.89
6.453333,6.933333
6.42,6.92
6.353333,6.933333
6.366667,6.956666
6.446667,6.846667
6.456666,6.833333
6.42,6.913333
6.35,6.963333
6.323333,6.973333
6.316667,6.943333
6.293334,6.913333
6.306667,6.876667
6.286667,6.87
6.316667,6.866667
6.35,6.86
6.323333,6.906667
6.33,6.853333
6.233333,6.913333
6.19,6.943333
6.256667,6.896667
6.246666,6.853333
6.33,6.87
6.276667,6.936666
6.246666,6.986667
6.213333,6.943333
6.21,6.92
6.16,6.876667
6.183333,6.87
6.18,6.86
6.19,6.86
6.22,6.86
6.203333,6.906667
6.19,6.936666
6.136667,6.943333
6.11,6.866667
6.183333,6.84
6.213333,6.823333
6.19,6.896667
6.153333,6.963333
6.093333,6.973333
6.08,6.926667
6.056667,6.906667
6.056667,6.89
6.08,6.866667
6.086667,6.853333
6.116667,6.876667
6.08,6.9
6.086667,6.913333
6.04,6.956666
5.966667,6.97
6.05,6.943333
